wave,flux,err
2.489908e+03,9.189263e-03,2.510333e-03
2.490367e+03,2.882861e-01,2.850563e-03
2.490826e+03,3.737864e-01,2.931500e-03
2.491285e+03,1.467021e-01,2.733558e-03
2.491744e+03,2.668406e-01,2.803434e-03
2.492202e+03,4.894899e-01,3.120296e-03
2.492661e+03,1.147625e+00,3.586308e-03
2.493120e+03,1.312259e-01,2.727393e-03
2.493579e+03,2.122226e-01,2.824210e-03
2.494037e+03,5.616519e-01,3.115829e-03
2.494496e+03,4.686608e-01,3.070176e-03
2.494954e+03,1.327864e-01,2.715130e-03
2.495413e+03,4.392031e-01,2.994066e-03
2.495871e+03,4.178285e-01,2.974621e-03
2.496329e+03,3.961651e-01,2.915594e-03
2.496788e+03,1.389524e-01,2.730474e-03
2.497246e+03,1.183327e-01,2.666482e-03
2.497704e+03,5.519484e-01,3.077131e-03
2.498162e+03,4.023015e-01,2.934573e-03
2.498620e+03,4.973630e-01,2.998681e-03
2.499078e+03,8.859201e-02,2.640430e-03
2.499536e+03,1.709005e-01,2.657090e-03
2.499994e+03,1.384705e-01,2.616225e-03
2.500452e+03,1.460297e-01,2.649278e-03
2.500910e+03,1.331359e-01,2.627482e-03
2.501368e+03,6.884554e-01,3.088332e-03
2.501825e+03,4.747018e-01,2.913925e-03
2.502283e+03,1.398322e-01,2.633213e-03
2.502741e+03,3.141777e-01,2.826217e-03
2.503198e+03,2.497861e-01,2.737905e-03
2.503656e+03,1.242864e-01,2.634680e-03
2.504113e+03,1.872539e-01,2.693024e-03
2.504571e+03,4.717171e-01,2.941772e-03
2.505028e+03,2.871579e-01,2.753267e-03
2.505485e+03,5.745738e-01,2.975621e-03
2.505942e+03,1.814582e-01,2.648985e-03
2.506400e+03,1.833107e-01,2.642039e-03
2.506857e+03,2.546873e-01,2.677242e-03
2.507314e+03,3.665106e-01,2.802980e-03
2.507771e+03,1.662678e-01,2.627719e-03
2.508228e+03,4.609533e-01,2.861441e-03
2.508685e+03,1.253213e-01,2.487288e-03
2.509141e+03,7.314643e-01,3.036409e-03
2.509598e+03,2.351478e-01,2.571338e-03
2.510055e+03,8.595572e-01,3.135599e-03
2.510512e+03,7.328402e-01,3.017230e-03
2.510968e+03,6.667995e-01,2.949841e-03
2.511425e+03,4.716797e-01,2.784898e-03
2.511881e+03,1.410085e-01,2.506365e-03
2.512338e+03,6.199577e-01,2.907120e-03
2.512794e+03,3.716300e-01,2.655632e-03
2.513251e+03,1.836955e-01,2.545530e-03
2.513707e+03,5.970867e-01,2.899857e-03
2.514163e+03,1.835147e-01,2.483752e-03
2.514619e+03,3.288233e-01,2.625047e-03
2.515076e+03,1.589384e-01,2.504961e-03
2.515532e+03,1.201064e-01,2.527503e-03
2.515988e+03,5.089361e-01,2.835296e-03
2.516444e+03,1.162005e-01,2.435453e-03
2.516900e+03,2.624250e-01,2.607381e-03
2.517356e+03,1.061966e-01,2.454220e-03
2.517811e+03,2.052376e-01,2.557551e-03
2.518267e+03,4.296838e-01,2.755479e-03
2.518723e+03,2.177533e-01,2.541761e-03
2.519179e+03,1.929885e-01,2.515398e-03
2.519634e+03,3.945363e-01,2.703397e-03
2.520090e+03,1.165803e+00,3.312421e-03
2.520545e+03,1.109582e-01,2.435038e-03
2.521001e+03,8.086889e-02,2.440733e-03
2.521456e+03,4.268395e-01,2.798285e-03
2.521911e+03,1.492017e-01,2.544873e-03
2.522367e+03,2.966375e-01,2.679635e-03
2.522822e+03,8.314044e-02,2.487701e-03
2.523277e+03,7.943942e-02,2.501641e-03
2.523732e+03,1.074690e-01,2.546469e-03
2.524187e+03,9.205853e-02,2.505234e-03
2.524642e+03,7.103127e-01,3.033193e-03
2.525097e+03,8.732726e-02,2.451631e-03
2.525552e+03,7.993204e-02,2.504170e-03
2.526007e+03,1.884433e-01,2.649578e-03
2.526462e+03,8.942870e-02,2.490185e-03
2.526917e+03,2.944542e-01,2.669636e-03
2.527371e+03,6.517261e-01,2.939693e-03
2.527826e+03,1.339455e-01,2.547176e-03
2.528281e+03,3.929872e-01,2.781601e-03
2.528735e+03,9.835081e-02,2.477773e-03
2.529190e+03,4.066543e-01,2.770256e-03
2.529644e+03,4.021838e-01,2.761041e-03
2.530098e+03,4.125569e-01,2.774713e-03
2.530553e+03,2.345324e-01,2.580950e-03
2.531007e+03,3.840388e-01,2.727980e-03
2.531461e+03,1.308357e-01,2.497556e-03
2.531915e+03,1.387554e-01,2.498395e-03
2.532370e+03,5.833135e-01,2.900120e-03
