wave,flux,err
2.489908e+03,4.865366e-03,3.675050e-03
2.490367e+03,1.539334e-01,3.982167e-03
2.490826e+03,7.503799e-02,3.886051e-03
2.491285e+03,6.405538e-02,3.874400e-03
2.491744e+03,3.029243e-01,4.061301e-03
2.492202e+03,8.626005e-02,3.971725e-03
2.492661e+03,2.086882e-01,4.011862e-03
2.493120e+03,6.140117e-02,3.777812e-03
2.493579e+03,1.862890e-01,3.958122e-03
2.494037e+03,9.738702e-01,4.704355e-03
2.494496e+03,3.595692e-01,4.169241e-03
2.494954e+03,1.066365e-01,3.643696e-03
2.495413e+03,5.389037e-01,4.109561e-03
2.495871e+03,4.727247e-01,4.039293e-03
2.496329e+03,1.391062e-01,3.646519e-03
2.496788e+03,1.550864e-01,3.706662e-03
2.497246e+03,5.778166e-01,4.088429e-03
2.497704e+03,8.084650e-01,4.389875e-03
2.498162e+03,5.926408e-02,3.561140e-03
2.498620e+03,3.480335e-01,3.887644e-03
2.499078e+03,4.674404e-02,3.527588e-03
2.499536e+03,7.117496e-02,3.495808e-03
2.499994e+03,1.730486e-01,3.603809e-03
2.500452e+03,6.428107e-02,3.480835e-03
2.500910e+03,1.389214e-01,3.593837e-03
2.501368e+03,8.388746e-01,4.236957e-03
2.501825e+03,3.271639e-01,3.740219e-03
2.502283e+03,4.296649e-02,3.433555e-03
2.502741e+03,1.298061e-01,3.573584e-03
2.503198e+03,2.111464e-01,3.637887e-03
2.503656e+03,5.245155e-02,3.433980e-03
2.504113e+03,1.293082e-01,3.563149e-03
2.504571e+03,9.716209e-01,4.396014e-03
2.505028e+03,4.801833e-01,3.895152e-03
2.505485e+03,9.815909e-02,3.444659e-03
2.505942e+03,1.183268e-01,3.511082e-03
2.506400e+03,1.783603e-01,3.506639e-03
2.506857e+03,8.518279e-02,3.391110e-03
2.507314e+03,4.646055e-01,3.837874e-03
2.507771e+03,1.703655e-01,3.530314e-03
2.508228e+03,4.954330e-01,3.865130e-03
2.508685e+03,8.890497e-02,3.410699e-03
2.509141e+03,5.380889e-01,3.954301e-03
2.509598e+03,1.477297e-01,3.478328e-03
2.510055e+03,6.706561e-01,4.109194e-03
2.510512e+03,1.064056e+00,4.397805e-03
2.510968e+03,5.937938e-01,3.962703e-03
2.511425e+03,5.347180e-01,3.900550e-03
2.511881e+03,3.269176e-01,3.679832e-03
2.512338e+03,6.965693e-01,4.038332e-03
2.512794e+03,1.161483e-01,3.384705e-03
2.513251e+03,1.093167e-01,3.490895e-03
2.513707e+03,3.805229e-01,3.800099e-03
2.514163e+03,6.873891e-02,3.347650e-03
2.514619e+03,3.503164e-01,3.658972e-03
2.515076e+03,1.160894e-01,3.617124e-03
2.515532e+03,8.362768e-02,3.675404e-03
2.515988e+03,5.938974e-01,4.120374e-03
2.516444e+03,7.148293e-02,3.496311e-03
2.516900e+03,2.023201e-01,3.730998e-03
2.517356e+03,6.640778e-02,3.574684e-03
2.517811e+03,1.789614e-01,3.740935e-03
2.518267e+03,5.394731e-01,4.030868e-03
2.518723e+03,3.321762e-01,3.781710e-03
2.519179e+03,1.486555e-01,3.634450e-03
2.519634e+03,4.772630e-01,3.923793e-03
2.520090e+03,3.677668e-01,3.823764e-03
2.520545e+03,8.953411e-02,3.495052e-03
2.521001e+03,5.840183e-02,3.489195e-03
2.521456e+03,4.718756e-01,3.888103e-03
2.521911e+03,6.302599e-02,3.450331e-03
2.522367e+03,1.317577e-01,3.555837e-03
2.522822e+03,1.038704e-01,3.517198e-03
2.523277e+03,7.290415e-02,3.497540e-03
2.523732e+03,2.170560e-01,3.696443e-03
2.524187e+03,2.162508e-01,3.644019e-03
2.524642e+03,2.138723e-01,3.708738e-03
2.525097e+03,5.477092e-02,3.428640e-03
2.525552e+03,5.273125e-02,3.500117e-03
2.526007e+03,1.577843e-01,3.707645e-03
2.526462e+03,6.411794e-02,3.484360e-03
2.526917e+03,3.889162e-01,3.824717e-03
2.527371e+03,1.153983e+00,4.382115e-03
2.527826e+03,1.653954e-01,3.440972e-03
2.528281e+03,3.151409e-01,3.606117e-03
2.528735e+03,7.932415e-02,3.340420e-03
2.529190e+03,4.039239e-01,3.723809e-03
2.529644e+03,3.782817e-01,3.726512e-03
2.530098e+03,4.187233e-01,3.771724e-03
2.530553e+03,2.488838e-01,3.518431e-03
2.531007e+03,4.562481e-01,3.772411e-03
2.531461e+03,8.683104e-02,3.372944e-03
2.531915e+03,5.117006e-02,3.325504e-03
2.532370e+03,7.888546e-01,4.115782e-03
2.532824e+03,6.173818e-01,3.917041e-03
2.533278e+03,2.722037e-01,3.628915e-03
2.533732e+03,4.081629e-02,3.285494e-03
2.534185e+03,6.630652e-02,3.307463e-03
2.534639e+03,3.419189e-02,3.375823e-03
2.535093e+03,3.923505e-01,3.758494e-03
