wave,flux,err
2.489908e+03,9.401142e-03,2.508378e-03
2.490367e+03,2.429383e-01,2.821458e-03
2.490826e+03,4.107853e-01,2.977233e-03
2.491285e+03,1.481749e-01,2.738009e-03
2.491744e+03,3.585595e-01,2.904674e-03
2.492202e+03,1.058114e+00,3.492711e-03
2.492661e+03,1.298598e+00,3.636725e-03
2.493120e+03,1.653402e-01,2.696012e-03
2.493579e+03,4.771014e-01,2.990072e-03
2.494037e+03,8.658534e-02,2.635183e-03
2.494496e+03,3.056168e-01,2.873261e-03
2.494954e+03,4.392756e-01,2.927914e-03
2.495413e+03,3.406342e-01,2.838381e-03
2.495871e+03,3.946953e-01,2.858882e-03
2.496329e+03,4.000851e-01,2.927291e-03
2.496788e+03,1.462637e-01,2.746794e-03
2.497246e+03,2.212000e-01,2.736703e-03
2.497704e+03,7.386659e-01,3.217128e-03
2.498162e+03,5.492174e-01,3.057770e-03
2.498620e+03,6.550553e-01,3.141485e-03
2.499078e+03,5.809511e-01,3.082037e-03
2.499536e+03,2.110766e-01,2.744723e-03
2.499994e+03,2.705935e-01,2.783080e-03
2.500452e+03,1.736391e-01,2.692152e-03
2.500910e+03,1.648200e-01,2.675357e-03
2.501368e+03,2.168418e-01,2.708769e-03
2.501825e+03,8.126053e-01,3.201676e-03
2.502283e+03,1.679275e-01,2.668235e-03
2.502741e+03,3.430925e-01,2.868954e-03
2.503198e+03,2.696730e-01,2.779707e-03
2.503656e+03,1.742485e-01,2.618845e-03
2.504113e+03,1.670496e-01,2.649562e-03
2.504571e+03,3.747665e-01,2.840598e-03
2.505028e+03,3.061142e-01,2.764833e-03
2.505485e+03,8.557138e-01,3.202199e-03
2.505942e+03,1.629526e-01,2.663898e-03
2.506400e+03,1.345808e-01,2.599194e-03
2.506857e+03,3.320563e-01,2.751494e-03
2.507314e+03,2.546500e-01,2.727648e-03
2.507771e+03,1.421573e-01,2.631717e-03
2.508228e+03,2.023272e-01,2.645492e-03
2.508685e+03,1.791741e-01,2.646792e-03
2.509141e+03,7.647602e-01,3.170575e-03
2.509598e+03,3.426124e-01,2.773793e-03
2.510055e+03,4.600428e-01,2.931412e-03
2.510512e+03,9.094849e-01,3.214673e-03
2.510968e+03,6.840555e-01,3.060147e-03
2.511425e+03,6.189889e-01,3.000971e-03
2.511881e+03,2.774188e-01,2.739840e-03
2.512338e+03,3.276079e-01,2.747877e-03
2.512794e+03,4.437968e-01,2.823473e-03
2.513251e+03,1.603732e-01,2.545653e-03
2.513707e+03,7.082051e-01,3.006937e-03
2.514163e+03,2.891447e-01,2.593632e-03
2.514619e+03,4.471907e-01,2.738682e-03
2.515076e+03,1.912466e-01,2.531189e-03
2.515532e+03,1.294201e-01,2.567626e-03
2.515988e+03,5.550404e-01,2.881313e-03
2.516444e+03,1.526009e-01,2.464247e-03
2.516900e+03,2.532225e-01,2.597728e-03
2.517356e+03,1.837014e-01,2.534180e-03
2.517811e+03,2.452344e-01,2.607888e-03
2.518267e+03,6.559877e-01,2.939793e-03
2.518723e+03,3.184694e-01,2.650186e-03
2.519179e+03,1.114063e-01,2.446691e-03
2.519634e+03,1.620344e-01,2.520179e-03
2.520090e+03,1.251545e+00,3.387998e-03
2.520545e+03,7.918423e-02,2.425670e-03
2.521001e+03,8.173238e-02,2.439792e-03
2.521456e+03,4.411615e-01,2.730306e-03
2.521911e+03,1.487214e-01,2.471169e-03
2.522367e+03,5.357644e-01,2.810310e-03
2.522822e+03,1.016687e-01,2.413956e-03
2.523277e+03,7.717052e-02,2.424046e-03
2.523732e+03,1.587119e-01,2.529550e-03
2.524187e+03,1.069377e-01,2.441435e-03
2.524642e+03,7.085659e-01,2.960013e-03
2.525097e+03,1.221454e-01,2.403861e-03
2.525552e+03,1.134290e-01,2.537626e-03
2.526007e+03,1.626633e-01,2.616540e-03
2.526462e+03,2.280334e-01,2.619180e-03
2.526917e+03,3.757389e-01,2.753861e-03
2.527371e+03,6.709406e-01,2.972278e-03
2.527826e+03,1.926398e-01,2.611307e-03
2.528281e+03,6.578129e-01,2.978225e-03
2.528735e+03,3.139676e-01,2.676296e-03
2.529190e+03,3.904597e-01,2.773499e-03
2.529644e+03,2.694996e-01,2.680387e-03
2.530098e+03,5.168214e-01,2.887132e-03
2.530553e+03,1.700838e-01,2.561445e-03
2.531007e+03,1.485496e-01,2.567789e-03
2.531461e+03,1.447091e-01,2.548916e-03
2.531915e+03,2.019236e-01,2.607939e-03
2.532370e+03,6.967177e-01,3.015836e-03
2.532824e+03,5.981794e-01,2.897909e-03
2.533278e+03,4.613659e-01,2.816740e-03
2.533732e+03,1.193711e-01,2.499332e-03
2.534185e+03,8.893613e-02,2.479568e-03
2.534639e+03,1.723886e-01,2.583491e-03
2.535093e+03,3.312466e-01,2.724730e-03
2.535547e+03,1.395318e-01,2.580465e-03
2.536000e+03,1.508422e-01,2.552691e-03
2.536454e+03,1.040024e-01,2.519203e-03
2.536908e+03,1.364556e-01,2.546585e-03
2.537361e+03,4.084923e-01,2.827781e-03
2.537815e+03,4.014727e-01,2.809164e-03
2.538268e+03,1.480168e-01,2.574517e-03
2.538721e+03,1.979007e-01,2.601113e-03
2.539175e+03,3.895093e-01,2.759385e-03
2.539628e+03,1.116009e-01,2.561411e-03
2.540081e+03,1.083356e-01,2.572972e-03
2.540534e+03,1.361099e-01,2.555095e-03
2.540987e+03,2.066904e-01,2.608794e-03
2.541440e+03,1.215041e-01,2.553998e-03
2.541893e+03,2.385460e-01,2.693348e-03
2.542346e+03,5.058854e-01,2.877959e-03
2.542799e+03,1.632548e-01,2.597867e-03
2.543252e+03,3.066427e-01,2.729095e-03
2.543705e+03,1.424829e-01,2.559519e-03
2.544158e+03,8.538813e-01,3.151590e-03
2.544610e+03,2.264929e-01,2.644716e-03
2.545063e+03,1.131344e+00,3.312722e-03
2.545515e+03,1.394023e-01,2.508923e-03
2.545968e+03,6.709851e-01,2.965902e-03
2.546420e+03,7.099301e-01,3.004326e-03
2.546873e+03,7.547549e-01,3.025291e-03
2.547325e+03,1.377799e-01,2.479845e-03
2.547777e+03,7.741080e-01,3.039746e-03
2.548230e+03,1.528800e-01,2.496672e-03
2.548682e+03,1.255900e-01,2.515505e-03
2.549134e+03,2.445967e-01,2.608417e-03
2.549586e+03,2.771078e-01,2.650850e-03
2.550038e+03,4.202225e-01,2.775839e-03
2.550490e+03,1.188607e+00,3.351454e-03
2.550942e+03,2.402492e-01,2.584208e-03
2.551394e+03,1.149992e-01,2.573936e-03
2.551845e+03,2.004790e-01,2.615031e-03
2.552297e+03,3.502403e-01,2.765347e-03
2.552749e+03,9.211680e-01,3.222762e-03
2.553201e+03,1.511328e-01,2.620993e-03
2.553652e+03,8.740116e-01,3.119891e-03
2.554104e+03,4.212721e-01,2.827051e-03
2.554555e+03,2.275228e-01,2.661387e-03
2.555007e+03,3.027424e-01,2.749483e-03
2.555458e+03,2.608521e-01,2.714353e-03
2.555909e+03,4.566975e-01,2.877067e-03
2.556361e+03,2.226452e-01,2.675624e-03
2.556812e+03,6.336974e-01,3.013918e-03
2.557263e+03,2.068557e-01,2.689410e-03
2.557714e+03,7.426893e-01,3.099135e-03
2.558165e+03,7.951327e-01,3.119822e-03
2.558616e+03,9.215982e-01,3.262555e-03
2.559067e+03,8.226408e-01,3.192555e-03
2.559518e+03,2.761441e-01,2.758080e-03
2.559969e+03,1.845829e-01,2.660654e-03
2.560420e+03,4.443574e-01,2.871625e-03
2.560870e+03,6.466200e-01,3.033615e-03
2.561321e+03,4.137812e-01,2.903970e-03
2.561772e+03,3.166952e-01,2.744324e-03
2.562222e+03,2.335821e-01,2.660523e-03
2.562673e+03,1.999384e-01,2.627003e-03
2.563123e+03,3.850159e-01,2.800463e-03
2.563574e+03,2.057203e-01,2.632593e-03
2.564024e+03,2.071344e-01,2.649193e-03
2.564474e+03,3.868771e-01,2.846016e-03
2.564924e+03,2.935228e-01,2.735632e-03
2.565375e+03,2.012242e-01,2.652980e-03
2.565825e+03,4.126994e-01,2.854691e-03
2.566275e+03,2.224209e-01,2.709726e-03
2.566725e+03,3.932853e-01,2.859575e-03
2.567175e+03,3.321274e-01,2.762031e-03
2.567625e+03,3.750820e-01,2.850762e-03
2.568075e+03,5.865346e-01,3.021613e-03
2.568524e+03,1.982214e-01,2.697901e-03
2.568974e+03,3.395393e-01,2.822364e-03
2.569424e+03,1.243660e+00,3.516442e-03
2.569874e+03,2.275926e-01,2.718047e-03
2.570323e+03,2.515189e-01,2.793920e-03
2.570773e+03,1.954537e-01,2.720678e-03
2.571222e+03,2.439653e-01,2.748604e-03
2.571672e+03,2.404138e-01,2.710808e-03
2.572121e+03,2.749839e-01,2.782329e-03
2.572570e+03,2.447374e-01,2.748783e-03
2.573020e+03,3.716459e-01,2.896338e-03
2.573469e+03,7.145963e-01,3.212951e-03
2.573918e+03,5.678409e-01,3.045135e-03
2.574367e+03,2.550011e-01,2.760379e-03
2.574816e+03,6.532925e-01,3.116222e-03
2.575265e+03,7.634967e-01,3.205035e-03
2.575714e+03,3.177313e-01,2.811572e-03
2.576163e+03,9.818916e-01,3.349750e-03
2.576612e+03,4.487640e-01,2.938498e-03
2.577061e+03,3.278599e-01,2.752266e-03
2.577510e+03,4.114627e-01,2.787988e-03
2.577958e+03,3.845920e-01,2.791496e-03
2.578407e+03,3.074832e-01,2.707940e-03
2.578855e+03,3.639685e-01,2.819280e-03
2.579304e+03,4.010563e-01,2.841643e-03
2.579752e+03,3.521566e-01,2.773061e-03
2.580201e+03,2.582038e-01,2.730882e-03
2.580649e+03,2.929649e-01,2.707399e-03
2.581098e+03,2.710842e-01,2.755791e-03
2.581546e+03,6.785232e-01,3.075622e-03
2.581994e+03,6.160200e-01,3.019983e-03
2.582442e+03,7.638424e-01,3.169473e-03
2.582890e+03,9.495706e-01,3.258663e-03
2.583338e+03,2.688507e-01,2.816318e-03
2.583786e+03,2.577784e-01,2.827424e-03
2.584234e+03,2.934461e-01,2.841023e-03
2.584682e+03,2.910304e-01,2.865339e-03
2.585130e+03,9.797369e-01,3.400911e-03
2.585578e+03,5.270348e-01,3.029538e-03
2.586025e+03,8.104876e-01,3.287138e-03
2.586473e+03,4.053018e-01,2.943037e-03
2.586921e+03,7.216428e-01,3.252120e-03
2.587368e+03,4.127860e-01,2.952030e-03
2.587816e+03,8.967734e-01,3.325332e-03
2.588263e+03,7.141736e-01,3.179788e-03
2.588711e+03,2.730085e-01,2.841648e-03
2.589158e+03,1.220168e+00,3.591673e-03
2.589605e+03,3.050292e-01,2.836881e-03
2.590053e+03,2.552701e-01,2.828996e-03
2.590500e+03,3.895132e-01,2.912602e-03
2.590947e+03,2.336414e-01,2.774782e-03
2.591394e+03,5.158363e-01,3.078884e-03
2.591841e+03,2.249254e-01,2.768468e-03
2.592288e+03,8.224617e-01,3.266464e-03
2.592735e+03,1.308840e+00,3.600802e-03
2.593182e+03,3.946155e-01,2.915016e-03
2.593629e+03,2.867746e-01,2.840607e-03
2.594075e+03,6.092550e-01,3.082293e-03
2.594522e+03,3.262512e-01,2.813244e-03
2.594969e+03,1.043491e+00,3.435936e-03
2.595415e+03,9.944165e-01,3.392344e-03
2.595862e+03,3.019728e-01,2.859722e-03
2.596308e+03,4.809039e-01,3.038440e-03
2.596755e+03,6.629456e-01,3.139548e-03
2.597201e+03,4.746181e-01,3.002894e-03
2.597647e+03,2.511281e-01,2.785223e-03
2.598094e+03,6.862054e-01,3.187563e-03
2.598540e+03,2.540710e-01,2.811276e-03
2.598986e+03,4.682235e-01,3.002492e-03
2.599432e+03,2.271826e-01,2.807837e-03
2.599878e+03,6.039767e-01,3.139330e-03
2.600324e+03,2.530269e-01,2.808958e-03
2.600770e+03,7.211818e-01,3.260345e-03
2.601216e+03,5.786365e-01,3.184232e-03
2.601662e+03,4.284634e-01,3.050497e-03
2.602108e+03,2.162968e-01,2.807742e-03
2.602553e+03,1.943196e-01,2.808372e-03
2.602999e+03,2.889926e-01,2.885856e-03
2.603445e+03,3.405731e-01,2.942024e-03
2.603890e+03,1.894466e-01,2.780538e-03
2.604336e+03,1.737792e-01,2.781979e-03
2.604781e+03,1.557368e-01,2.794512e-03
2.605227e+03,6.486478e-01,3.194165e-03
2.605672e+03,6.332767e-01,3.164011e-03
2.606117e+03,1.215082e+00,3.626510e-03
2.606563e+03,2.296781e-01,2.856833e-03
2.607008e+03,9.254898e-01,3.410126e-03
2.607453e+03,4.228220e-01,3.025349e-03
2.607898e+03,5.227091e-01,3.167363e-03
2.608343e+03,7.576378e-01,3.200817e-03
2.608788e+03,4.016670e-01,2.927131e-03
2.609233e+03,6.715470e-01,3.142758e-03
2.609678e+03,2.068605e-01,2.719762e-03
2.610123e+03,2.386546e-01,2.769048e-03
2.610568e+03,4.662475e-01,2.976283e-03
2.611012e+03,1.753587e-01,2.708388e-03
2.611457e+03,4.060845e-01,2.947870e-03
2.611902e+03,2.670963e-01,2.934534e-03
2.612346e+03,3.123563e-01,2.936755e-03
2.612791e+03,1.547787e-01,2.892326e-03
2.613235e+03,1.882878e-01,2.830587e-03
2.613680e+03,4.982869e-01,3.107093e-03
2.614124e+03,1.759781e-01,2.837745e-03
2.614568e+03,2.025695e-01,2.831286e-03
2.615012e+03,2.718513e-01,2.915230e-03
2.615457e+03,1.886328e-01,2.816004e-03
2.615901e+03,4.691941e-01,3.089664e-03
2.616345e+03,8.527266e-01,3.373307e-03
2.616789e+03,2.777576e-01,2.937935e-03
2.617233e+03,2.157995e-01,2.893737e-03
2.617677e+03,1.666017e-01,2.787450e-03
2.618121e+03,4.645911e-01,3.086715e-03
2.618564e+03,4.726544e-01,3.088468e-03
2.619008e+03,5.314375e-01,3.135711e-03
2.619452e+03,5.051806e-01,3.121917e-03
2.619895e+03,3.627537e-01,2.985165e-03
2.620339e+03,2.523874e-01,2.977916e-03
2.620783e+03,9.145564e-01,3.537256e-03
2.621226e+03,6.165501e-01,3.245296e-03
2.621669e+03,2.114467e-01,2.887577e-03
2.622113e+03,2.083508e-01,2.870058e-03
2.622556e+03,2.961817e-01,2.990403e-03
2.622999e+03,2.258971e-01,2.860592e-03
2.623443e+03,2.179340e-01,2.916992e-03
2.623886e+03,3.284141e-01,2.999520e-03
2.624329e+03,4.799356e-01,3.132095e-03
2.624772e+03,7.477146e-01,3.317100e-03
2.625215e+03,3.258571e-01,3.048111e-03
2.625658e+03,2.578712e-01,2.945672e-03
2.626101e+03,4.187741e-01,3.056428e-03
2.626544e+03,4.422045e-01,3.084202e-03
2.626986e+03,7.533144e-01,3.332612e-03
2.627429e+03,7.765574e-01,3.379092e-03
2.627872e+03,3.398758e-01,3.010255e-03
2.628314e+03,1.261994e+00,3.750875e-03
2.628757e+03,2.644186e-01,2.930712e-03
2.629200e+03,2.892965e-01,2.993972e-03
2.629642e+03,2.330330e-01,2.979970e-03
2.630084e+03,3.456849e-01,3.045947e-03
2.630527e+03,3.545244e-01,3.034185e-03
2.630969e+03,6.775189e-01,3.333243e-03
2.631411e+03,7.917720e-01,3.417564e-03
2.631854e+03,6.040937e-01,3.306569e-03
2.632296e+03,3.843056e-01,3.126391e-03
2.632738e+03,2.187566e-01,2.973337e-03
2.633180e+03,3.086805e-01,3.041969e-03
2.633622e+03,6.894961e-01,3.356046e-03
2.634064e+03,5.581372e-01,3.284531e-03
2.634506e+03,2.488146e-01,2.964876e-03
2.634947e+03,5.716801e-01,3.313684e-03
2.635389e+03,1.551936e-01,2.946523e-03
2.635831e+03,3.052734e-01,3.103691e-03
2.636273e+03,4.450555e-01,3.196283e-03
2.636714e+03,7.683733e-01,3.431239e-03
2.637156e+03,3.799926e-01,3.094842e-03
2.637597e+03,2.138758e-01,2.968020e-03
2.638039e+03,7.678720e-01,3.437221e-03
2.638480e+03,2.406037e-01,3.019929e-03
2.638921e+03,4.947668e-01,3.219089e-03
2.639363e+03,3.241014e-01,3.094392e-03
2.639804e+03,3.562638e-01,3.038225e-03
2.640245e+03,3.277065e-01,3.153844e-03
2.640686e+03,1.027965e+00,3.667864e-03
2.641127e+03,5.276789e-01,3.286940e-03
2.641568e+03,5.260663e-01,3.269596e-03
2.642009e+03,1.102495e+00,3.676819e-03
2.642450e+03,7.800100e-01,3.467093e-03
2.642891e+03,8.255211e-01,3.497252e-03
2.643332e+03,4.989741e-01,3.270525e-03
2.643773e+03,5.673165e-01,3.362895e-03
2.644213e+03,7.043937e-01,3.399059e-03
2.644654e+03,6.975615e-01,3.462638e-03
2.645094e+03,9.534960e-01,3.631403e-03
2.645535e+03,5.364283e-01,3.365719e-03
2.645975e+03,5.353887e-01,3.298284e-03
