wave,flux,err
2.489908e+03,6.183723e-03,2.504398e-03
2.490367e+03,1.303152e-01,2.683687e-03
2.490826e+03,1.395590e-01,2.687075e-03
2.491285e+03,1.172609e-01,2.776672e-03
2.491744e+03,2.599296e-01,2.876543e-03
2.492202e+03,4.146713e-01,3.053954e-03
2.492661e+03,4.545282e-01,3.047096e-03
2.493120e+03,9.485106e-02,2.689373e-03
2.493579e+03,1.452362e-01,2.756781e-03
2.494037e+03,5.322617e-01,3.078878e-03
2.494496e+03,3.783017e-01,2.982012e-03
2.494954e+03,9.994771e-02,2.674430e-03
2.495413e+03,3.556877e-01,2.896056e-03
2.495871e+03,3.371506e-01,2.897135e-03
2.496329e+03,2.633982e-01,2.793143e-03
2.496788e+03,1.592930e-01,2.727569e-03
2.497246e+03,4.042007e-01,2.904493e-03
2.497704e+03,5.242114e-01,3.042005e-03
2.498162e+03,1.950360e-01,2.750621e-03
2.498620e+03,2.663637e-01,2.764684e-03
2.499078e+03,7.134681e-02,2.580001e-03
2.499536e+03,1.465427e-01,2.643902e-03
2.499994e+03,1.735288e-01,2.679026e-03
2.500452e+03,1.145531e-01,2.617441e-03
2.500910e+03,1.332014e-01,2.618694e-03
2.501368e+03,6.738966e-01,3.066550e-03
2.501825e+03,4.573383e-01,2.889052e-03
2.502283e+03,1.050514e-01,2.582366e-03
2.502741e+03,3.031217e-01,2.783655e-03
2.503198e+03,1.941259e-01,2.663910e-03
2.503656e+03,9.212477e-02,2.569095e-03
2.504113e+03,1.337446e-01,2.614423e-03
2.504571e+03,7.504581e-01,3.124989e-03
2.505028e+03,2.785889e-01,2.719655e-03
2.505485e+03,1.114368e-01,2.551833e-03
2.505942e+03,1.127458e-01,2.560816e-03
2.506400e+03,1.657585e-01,2.584600e-03
2.506857e+03,1.540193e-01,2.570923e-03
2.507314e+03,2.934956e-01,2.724896e-03
2.507771e+03,1.463591e-01,2.505832e-03
2.508228e+03,2.972031e-01,2.624054e-03
2.508685e+03,9.149164e-02,2.437587e-03
2.509141e+03,6.857071e-01,2.981612e-03
2.509598e+03,1.319006e-01,2.456263e-03
2.510055e+03,6.317623e-01,2.946532e-03
2.510512e+03,6.986688e-01,2.958963e-03
2.510968e+03,7.598691e-01,3.001521e-03
2.511425e+03,5.069342e-01,2.798791e-03
2.511881e+03,2.482764e-01,2.594862e-03
2.512338e+03,4.962134e-01,2.785328e-03
2.512794e+03,1.354541e-01,2.427652e-03
2.513251e+03,1.139250e-01,2.476847e-03
2.513707e+03,4.333356e-01,2.753724e-03
2.514163e+03,1.359601e-01,2.427143e-03
2.514619e+03,2.723312e-01,2.562742e-03
2.515076e+03,1.172764e-01,2.449219e-03
2.515532e+03,9.591312e-02,2.476000e-03
2.515988e+03,3.920226e-01,2.717820e-03
2.516444e+03,8.452216e-02,2.374457e-03
2.516900e+03,2.641845e-01,2.585890e-03
2.517356e+03,7.978006e-02,2.408899e-03
2.517811e+03,1.560805e-01,2.482090e-03
2.518267e+03,4.107351e-01,2.719130e-03
2.518723e+03,2.199913e-01,2.515573e-03
2.519179e+03,1.328943e-01,2.456012e-03
2.519634e+03,3.271207e-01,2.627578e-03
2.520090e+03,5.020740e-01,2.780690e-03
2.520545e+03,7.562516e-02,2.470768e-03
2.521001e+03,4.898929e-02,2.469477e-03
2.521456e+03,4.100388e-01,2.768307e-03
2.521911e+03,1.060883e-01,2.480777e-03
2.522367e+03,2.999022e-01,2.657378e-03
2.522822e+03,7.719637e-02,2.451245e-03
2.523277e+03,6.327175e-02,2.456566e-03
2.523732e+03,1.441665e-01,2.555418e-03
2.524187e+03,1.586249e-01,2.549030e-03
2.524642e+03,1.682700e-01,2.576374e-03
2.525097e+03,5.891180e-02,2.421586e-03
2.525552e+03,5.456397e-02,2.441776e-03
2.526007e+03,1.452144e-01,2.581067e-03
2.526462e+03,6.517130e-02,2.446703e-03
2.526917e+03,3.290926e-01,2.688006e-03
2.527371e+03,7.762026e-01,3.026301e-03
2.527826e+03,1.290648e-01,2.494515e-03
2.528281e+03,3.250591e-01,2.679884e-03
2.528735e+03,7.972112e-02,2.439137e-03
2.529190e+03,2.951382e-01,2.652698e-03
2.529644e+03,2.766124e-01,2.629688e-03
2.530098e+03,2.774325e-01,2.652013e-03
2.530553e+03,1.871367e-01,2.525400e-03
2.531007e+03,3.265623e-01,2.658310e-03
2.531461e+03,9.281265e-02,2.484345e-03
2.531915e+03,8.933784e-02,2.469749e-03
2.532370e+03,4.875546e-01,2.837402e-03
2.532824e+03,4.167214e-01,2.765591e-03
2.533278e+03,2.122554e-01,2.628860e-03
2.533732e+03,4.599248e-02,2.440022e-03
2.534185e+03,5.676136e-02,2.447320e-03
2.534639e+03,4.928381e-02,2.474222e-03
2.535093e+03,3.008774e-01,2.701480e-03
2.535547e+03,9.105091e-02,2.526269e-03
2.536000e+03,4.121445e-01,2.785984e-03
2.536454e+03,1.277588e-01,2.537347e-03
2.536908e+03,2.877451e-01,2.666860e-03
2.537361e+03,2.068278e-01,2.632960e-03
2.537815e+03,8.028753e-02,2.498778e-03
2.538268e+03,2.868959e-01,2.669484e-03
2.538721e+03,1.066034e-01,2.502036e-03
2.539175e+03,6.015847e-02,2.458013e-03
2.539628e+03,6.147620e-02,2.380021e-03
2.540081e+03,5.303140e-02,2.403345e-03
2.540534e+03,8.098237e-02,2.389863e-03
2.540987e+03,1.250212e-01,2.436835e-03
2.541440e+03,1.421025e-01,2.460259e-03
2.541893e+03,8.334631e-02,2.428281e-03
2.542346e+03,1.680142e-01,2.496511e-03
2.542799e+03,9.826820e-02,2.425371e-03
2.543252e+03,9.576115e-02,2.433500e-03
2.543705e+03,2.559041e-01,2.559741e-03
2.544158e+03,3.459443e-01,2.638598e-03
2.544610e+03,1.261704e-01,2.453288e-03
2.545063e+03,5.625333e-01,2.860775e-03
2.545515e+03,8.032468e-02,2.422222e-03
2.545968e+03,2.355918e-01,2.585986e-03
2.546420e+03,4.948718e-01,2.809578e-03
2.546873e+03,9.592952e-01,3.168633e-03
2.547325e+03,4.927408e-01,2.767770e-03
2.547777e+03,6.700361e-01,2.942235e-03
2.548230e+03,4.001001e-01,2.700455e-03
2.548682e+03,9.261054e-02,2.438473e-03
2.549134e+03,1.761627e-01,2.535553e-03
2.549586e+03,8.147682e-02,2.539671e-03
2.550038e+03,4.550103e-01,2.863704e-03
2.550490e+03,4.369411e-01,2.823638e-03
2.550942e+03,1.737852e-01,2.595509e-03
2.551394e+03,1.126764e-01,2.628811e-03
2.551845e+03,1.832882e-01,2.739503e-03
2.552297e+03,3.847564e-01,2.868956e-03
2.552749e+03,2.292744e-01,2.717044e-03
2.553201e+03,7.824070e-02,2.632044e-03
2.553652e+03,4.498123e-01,2.875959e-03
2.554104e+03,1.864689e-01,2.669469e-03
2.554555e+03,9.595834e-02,2.549788e-03
2.555007e+03,3.887805e-01,2.802718e-03
2.555458e+03,4.808383e-01,2.878641e-03
