wave,flux,err
2.489908e+03,9.848442e-03,2.504177e-03
2.490367e+03,1.854702e-01,2.751075e-03
2.490826e+03,3.514735e-01,2.912478e-03
2.491285e+03,1.217414e-01,2.703112e-03
2.491744e+03,2.462621e-01,2.792331e-03
2.492202e+03,1.080346e+00,3.514331e-03
2.492661e+03,9.719042e-01,3.382809e-03
2.493120e+03,6.920615e-02,2.600250e-03
2.493579e+03,3.858759e-01,2.892688e-03
2.494037e+03,5.261410e-02,2.582713e-03
2.494496e+03,3.352351e-01,2.882845e-03
2.494954e+03,3.972138e-01,2.876894e-03
2.495413e+03,2.815094e-01,2.779571e-03
2.495871e+03,3.493575e-01,2.836601e-03
2.496329e+03,3.621240e-01,2.895098e-03
2.496788e+03,1.253572e-01,2.713061e-03
2.497246e+03,1.515650e-01,2.690990e-03
2.497704e+03,5.393609e-01,3.057709e-03
2.498162e+03,3.033804e-01,2.855357e-03
2.498620e+03,5.489179e-01,3.039624e-03
2.499078e+03,8.826136e-02,2.639563e-03
2.499536e+03,1.619872e-01,2.681545e-03
2.499994e+03,1.348945e-01,2.647511e-03
2.500452e+03,1.363620e-01,2.643697e-03
2.500910e+03,1.058346e-01,2.607712e-03
2.501368e+03,2.088360e-01,2.692498e-03
2.501825e+03,5.352023e-01,2.974335e-03
2.502283e+03,9.567430e-02,2.608705e-03
2.502741e+03,3.395757e-01,2.846514e-03
2.503198e+03,1.944503e-01,2.697354e-03
2.503656e+03,9.593093e-02,2.551528e-03
2.504113e+03,8.871055e-02,2.581936e-03
2.504571e+03,4.127480e-01,2.869752e-03
2.505028e+03,1.662614e-01,2.655144e-03
2.505485e+03,5.383431e-01,2.957836e-03
2.505942e+03,1.497854e-01,2.620121e-03
2.506400e+03,6.679513e-02,2.532648e-03
2.506857e+03,1.536066e-01,2.600828e-03
2.507314e+03,1.759922e-01,2.652992e-03
2.507771e+03,8.127434e-02,2.568901e-03
2.508228e+03,2.618869e-01,2.693575e-03
2.508685e+03,7.403162e-02,2.540539e-03
2.509141e+03,6.259823e-01,3.041896e-03
2.509598e+03,1.746901e-01,2.619822e-03
2.510055e+03,7.564535e-01,3.147584e-03
2.510512e+03,6.901736e-01,3.051479e-03
2.510968e+03,6.158697e-01,2.993579e-03
2.511425e+03,4.806376e-01,2.872706e-03
2.511881e+03,2.160756e-01,2.671961e-03
2.512338e+03,5.498699e-01,2.919857e-03
2.512794e+03,3.834507e-01,2.671639e-03
2.513251e+03,8.258545e-02,2.459025e-03
2.513707e+03,5.871616e-01,2.900015e-03
2.514163e+03,2.260609e-01,2.526385e-03
2.514619e+03,2.737452e-01,2.591959e-03
2.515076e+03,1.256787e-01,2.470041e-03
2.515532e+03,8.423601e-02,2.504117e-03
2.515988e+03,4.213820e-01,2.769580e-03
2.516444e+03,9.298136e-02,2.402371e-03
2.516900e+03,1.714473e-01,2.520216e-03
2.517356e+03,5.251205e-02,2.397393e-03
2.517811e+03,1.443389e-01,2.506489e-03
2.518267e+03,4.556416e-01,2.779953e-03
2.518723e+03,2.228986e-01,2.541620e-03
2.519179e+03,6.389272e-02,2.396533e-03
2.519634e+03,9.578242e-02,2.433468e-03
2.520090e+03,1.144110e+00,3.309088e-03
2.520545e+03,5.794818e-02,2.383445e-03
2.521001e+03,4.142676e-02,2.390628e-03
2.521456e+03,4.689978e-01,2.750297e-03
2.521911e+03,1.098963e-01,2.410872e-03
2.522367e+03,2.330430e-01,2.542115e-03
2.522822e+03,6.361688e-02,2.371934e-03
2.523277e+03,4.999241e-02,2.389949e-03
2.523732e+03,1.114220e-01,2.466974e-03
2.524187e+03,6.506314e-02,2.402850e-03
2.524642e+03,6.140927e-01,2.885662e-03
2.525097e+03,5.846639e-02,2.353101e-03
2.525552e+03,6.766211e-02,2.489052e-03
2.526007e+03,9.476802e-02,2.541063e-03
2.526462e+03,6.197642e-02,2.460974e-03
2.526917e+03,3.589487e-01,2.729250e-03
2.527371e+03,5.536696e-01,2.868648e-03
2.527826e+03,1.420778e-01,2.558727e-03
2.528281e+03,3.788724e-01,2.745738e-03
2.528735e+03,2.703568e-01,2.644478e-03
2.529190e+03,3.329185e-01,2.715628e-03
2.529644e+03,2.593285e-01,2.667580e-03
2.530098e+03,3.278367e-01,2.726248e-03
2.530553e+03,1.669059e-01,2.560639e-03
2.531007e+03,1.009708e-01,2.517251e-03
2.531461e+03,1.454551e-01,2.544635e-03
2.531915e+03,7.200998e-02,2.478480e-03
2.532370e+03,5.459863e-01,2.888339e-03
2.532824e+03,4.401954e-01,2.782384e-03
2.533278e+03,2.514480e-01,2.647053e-03
2.533732e+03,5.110120e-02,2.429484e-03
2.534185e+03,5.088347e-02,2.435873e-03
2.534639e+03,7.056704e-02,2.487324e-03
2.535093e+03,3.445942e-01,2.733138e-03
2.535547e+03,1.021808e-01,2.536930e-03
2.536000e+03,9.899827e-02,2.509606e-03
2.536454e+03,1.534238e-01,2.559681e-03
2.536908e+03,2.261369e-01,2.649340e-03
2.537361e+03,3.415437e-01,2.779498e-03
2.537815e+03,2.251635e-01,2.656941e-03
2.538268e+03,2.757696e-01,2.685844e-03
2.538721e+03,1.246135e-01,2.544253e-03
2.539175e+03,1.978628e-01,2.602417e-03
2.539628e+03,5.656820e-02,2.492138e-03
2.540081e+03,5.023252e-02,2.509440e-03
2.540534e+03,8.258250e-02,2.497524e-03
2.540987e+03,1.392331e-01,2.550465e-03
2.541440e+03,6.503402e-02,2.499253e-03
2.541893e+03,7.983869e-02,2.535063e-03
2.542346e+03,3.137325e-01,2.721152e-03
2.542799e+03,1.210142e-01,2.539767e-03
2.543252e+03,4.037560e-01,2.808488e-03
2.543705e+03,1.016457e-01,2.520684e-03
2.544158e+03,7.398546e-01,3.057586e-03
2.544610e+03,1.707958e-01,2.594444e-03
