visit,frmid,fov,date_obs,tai_s,boresight_ra_deg,boresight_dec_deg,roll_deg,mars_ra_deg,mars_dec_deg,offset_arcsec,offset_east_arcsec,offset_north_arcsec,offset_across_slit_arcsec,offset_along_slit_arcsec,t_min
Visit9,5254,5x5MR,2025-03-30T03:15:46.000,796619783.0,114.944837,24.208978,-10.062289,114.94332165403169,24.208488226682846,5.278672847461946,-4.975488677633496,-1.7631839417489914,-4.590896432111409,-2.6053742808524385,2.75
Visit9,5255,5x5MR,2025-03-30T03:18:31.000,796619948.0,114.944259,24.207985,-10.069367,114.94396279022601,24.208338765779025,1.602455396428918,-0.9725830875067324,1.2735568044888623,-1.1802712985208264,1.0838931950390558,5.5
Visit9,5256,5x5MR,2025-03-30T03:21:16.000,796620113.0,114.94517,24.208572,-10.067018,114.94460395024036,24.208189299364218,2.3135318497588186,-1.8585743464849138,-1.3777222888165852,-1.589133852970149,-1.681389575279353,8.25
Visit9,5257,5x5MR,2025-03-30T03:24:01.000,796620278.0,114.943529,24.207166,-10.068499,114.9452451340747,24.2080398274374,6.453456581108679,5.634836692295886,3.1457787746361987,4.998094985253127,4.082444753598413,11.0
Visit9,5258,5x5MR,2025-03-30T03:26:46.000,796620443.0,114.942386,24.207783,-10.067475,114.94588634171905,24.207890349998557,11.499623956093526,11.493133756552384,0.38645999480877435,11.24861281931751,2.3895992372524075,13.75
Visit9,5259,5x5MR,2025-03-30T03:29:31.000,796620608.0,114.92715,24.212159,-10.058995,114.9465275731834,24.20774086704775,65.58180787676424,63.62275758559385,-15.905278628098074,65.42282546115786,-4.548305147145232,16.5
Visit9,5260,5x5MR,2025-03-30T04:41:36.000,796624933.0,114.966481,24.201542,-10.066765,114.96334409977182,24.203820635574672,13.16757337355134,-10.30030269282573,8.203088068820819,-11.575590740307259,6.276351523104507,88.58333333333333
Visit9,5261,5x5MR,2025-03-30T04:44:21.000,796625098.0,114.965945,24.204385,-10.069736,114.96398597884635,24.203671002585715,6.927048114069102,-6.432484095384016,-2.5703906914216645,-5.88397172295207,-3.655494044232041,91.33333333333333
Visit9,5262,5x5MR,2025-03-30T04:47:06.000,796625263.0,114.966129,24.203705,-10.067448,114.96462788170089,24.203521364080753,4.973116773280395,-4.928977453283555,-0.6610893092855008,-4.7375210027044306,-1.5125318372727339,94.08333333333333
Visit9,5263,5x5MR,2025-03-30T04:49:51.000,796625428.0,114.966604,24.205242,-10.064019,114.96526980833539,24.20337172006081,8.032758719446518,-4.380814848980795,-6.733007781072331,-3.136825167402262,-7.394948302062898,96.83333333333333
Visit9,5264,5x5MR,2025-03-30T04:52:36.000,796625593.0,114.965964,24.205626,-10.066854,114.96591175875994,24.203222070525847,8.655846018999698,-0.1715334585962259,-8.65414610694728,1.3438275086973315,-8.550894467520756,99.58333333333333
Visit9,5265,5x5MR,2025-03-30T04:55:21.000,796625758.0,114.96594,24.203766,-10.069069,114.9665537329545,24.20307241547487,3.208681554733827,2.0152138903127566,-2.49690429047007,2.4207217849186455,-2.1061158798835375,102.33333333333333
Visit9,5266,5x5MR,2025-03-30T04:58:06.000,796625923.0,114.964736,24.202895,-10.062466,114.96719573091902,24.202922754907913,8.077286393846146,8.076668767428028,0.09991766848145289,7.9349744475081785,1.5095504087689235,105.08333333333333
Visit9,5267,5x5MR,2025-03-30T05:00:51.000,796626088.0,114.963084,24.204748,-10.066934,114.96783775266358,24.202773088825936,17.15202744891568,15.608994961734824,-7.1096802266268355,16.611443991148057,-4.271791798449785,107.83333333333333
