visit,n_frames,duration_min,mean_offset_arcsec,std_offset_arcsec,median_offset_arcsec,min_offset_arcsec,max_offset_arcsec,mean_across_slit_arcsec,mean_along_slit_arcsec
Visit1,15,102.16666666666667,10.889603372911669,5.244291126254675,9.541326601115871,0.2716778039607615,20.087429652147183,-9.467487760027057,0.9946684088473011
Visit2,15,104.75,15.873096611150013,8.55979443908368,13.590611111735194,5.321165942997887,37.220722278005695,-14.138974877294013,4.912914886383459
Visit3,6,13.766666666666667,8.480157735337354,2.495014803321967,8.022065241922679,4.660608183182036,12.657731099624575,-0.7157934771283726,6.9601308355735645
Visit4,15,102.33333333333333,13.71636372855548,5.157484933672317,13.554413532810003,2.334154692019495,21.32895415105502,-8.191223217810819,0.9600195488469068
Visit5,15,104.56666666666666,20.758767146976272,42.20040936413623,8.307041472965622,2.5869400315828694,177.82168997218136,8.151475179083572,10.195653041042897
Visit7,15,104.5,7.728474461142863,5.335492629998541,6.044861368882705,1.0623983817455882,24.139919008690995,-2.769998836181507,2.188356245175539
Visit8,5,11.0,15.780957699969226,10.731789941554688,12.638570082687854,7.845778029525243,36.856612961973696,-15.030672696420657,1.4229788856891843
Visit9,15,107.83333333333333,11.338328049010785,15.030410714904072,7.151033830702959,1.602455396428918,65.58180787676424,4.684859778074454,-1.4920852672585494
