wave,flux,err
2.489908e+03,1.100200e-02,2.526773e-03
2.490367e+03,2.467518e-01,2.925062e-03
2.490826e+03,5.092984e-01,3.138831e-03
2.491285e+03,1.370201e-01,2.824254e-03
2.491744e+03,4.418232e-01,3.053926e-03
2.492202e+03,1.973368e+00,4.255469e-03
2.492661e+03,1.954355e+00,4.208746e-03
2.493120e+03,6.188994e-02,2.802684e-03
2.493579e+03,6.307242e-01,3.281762e-03
2.494037e+03,3.849164e-02,2.788883e-03
2.494496e+03,4.018875e-01,3.175805e-03
2.494954e+03,6.158720e-01,3.226365e-03
2.495413e+03,3.477178e-01,3.040979e-03
2.495871e+03,6.278849e-01,3.231883e-03
2.496329e+03,5.459189e-01,3.129525e-03
2.496788e+03,1.380887e-01,2.842409e-03
2.497246e+03,2.420630e-01,2.879203e-03
2.497704e+03,5.148374e-01,3.147737e-03
2.498162e+03,4.386428e-01,3.064906e-03
2.498620e+03,8.189573e-01,3.365369e-03
2.499078e+03,5.523316e-02,2.717486e-03
2.499536e+03,1.794327e-01,2.771403e-03
2.499994e+03,1.865093e-01,2.763670e-03
2.500452e+03,1.419291e-01,2.756368e-03
2.500910e+03,8.585726e-02,2.684505e-03
2.501368e+03,3.465270e-01,2.906292e-03
2.501825e+03,7.305944e-01,3.214109e-03
2.502283e+03,7.514011e-02,2.690327e-03
2.502741e+03,4.144119e-01,3.049241e-03
2.503198e+03,2.568284e-01,2.858541e-03
2.503656e+03,6.977710e-02,2.659689e-03
2.504113e+03,5.379662e-02,2.730869e-03
2.504571e+03,4.915145e-01,3.087691e-03
2.505028e+03,3.169596e-01,2.881556e-03
2.505485e+03,5.503366e-01,3.071891e-03
2.505942e+03,1.994998e-01,2.776819e-03
2.506400e+03,3.603787e-02,2.595760e-03
2.506857e+03,1.570153e-01,2.713411e-03
2.507314e+03,2.277366e-01,2.814874e-03
2.507771e+03,5.976869e-02,2.667165e-03
2.508228e+03,3.835654e-01,2.888963e-03
2.508685e+03,5.621051e-02,2.523312e-03
2.509141e+03,9.616929e-01,3.328961e-03
2.509598e+03,2.407005e-01,2.682205e-03
2.510055e+03,9.590194e-01,3.326332e-03
2.510512e+03,1.096373e+00,3.379973e-03
2.510968e+03,8.936629e-01,3.232912e-03
2.511425e+03,4.775343e-01,2.905676e-03
2.511881e+03,3.075737e-01,2.777140e-03
2.512338e+03,6.513240e-01,3.024001e-03
2.512794e+03,5.562833e-01,2.904007e-03
2.513251e+03,6.143757e-02,2.571184e-03
2.513707e+03,9.937918e-01,3.306249e-03
2.514163e+03,1.797182e-01,2.552545e-03
2.514619e+03,3.313294e-01,2.724240e-03
2.515076e+03,2.754172e-01,2.710867e-03
2.515532e+03,6.693011e-02,2.660685e-03
2.515988e+03,7.099303e-01,3.117926e-03
2.516444e+03,8.420084e-02,2.502158e-03
2.516900e+03,2.134381e-01,2.685402e-03
2.517356e+03,3.485449e-02,2.502517e-03
2.517811e+03,1.952052e-01,2.686213e-03
2.518267e+03,5.963588e-01,2.986574e-03
2.518723e+03,3.243049e-01,2.721937e-03
2.519179e+03,4.416801e-02,2.497009e-03
2.519634e+03,1.093283e-01,2.581169e-03
2.520090e+03,1.836024e+00,3.845843e-03
2.520545e+03,3.545843e-02,2.496524e-03
2.521001e+03,1.889935e-02,2.490758e-03
2.521456e+03,5.836571e-01,2.998027e-03
2.521911e+03,1.354455e-01,2.619830e-03
2.522367e+03,2.283584e-01,2.717977e-03
2.522822e+03,6.134087e-02,2.539841e-03
2.523277e+03,3.114521e-02,2.579129e-03
2.523732e+03,1.447720e-01,2.711003e-03
2.524187e+03,6.959369e-02,2.596526e-03
2.524642e+03,9.043114e-01,3.262077e-03
2.525097e+03,5.533464e-02,2.521998e-03
2.525552e+03,5.839876e-02,2.621494e-03
2.526007e+03,1.025772e-01,2.708342e-03
2.526462e+03,4.717141e-02,2.552793e-03
2.526917e+03,4.505149e-01,2.897172e-03
2.527371e+03,8.048363e-01,3.133155e-03
2.527826e+03,1.871115e-01,2.706772e-03
2.528281e+03,6.138110e-01,3.020056e-03
2.528735e+03,4.150554e-01,2.820369e-03
2.529190e+03,4.918342e-01,2.918588e-03
2.529644e+03,3.299759e-01,2.809568e-03
2.530098e+03,6.872232e-01,3.092145e-03
2.530553e+03,2.201904e-01,2.694263e-03
2.531007e+03,1.121162e-01,2.610322e-03
2.531461e+03,1.215565e-01,2.604932e-03
2.531915e+03,1.391389e-01,2.644955e-03
2.532370e+03,8.560486e-01,3.207261e-03
2.532824e+03,8.206000e-01,3.190098e-03
2.533278e+03,3.483723e-01,2.901406e-03
2.533732e+03,2.219364e-02,2.546667e-03
2.534185e+03,2.364417e-02,2.560885e-03
2.534639e+03,6.199928e-02,2.624540e-03
2.535093e+03,4.480367e-01,2.955267e-03
2.535547e+03,1.157769e-01,2.704345e-03
2.536000e+03,9.690159e-02,2.659373e-03
2.536454e+03,2.042714e-01,2.750746e-03
2.536908e+03,2.425373e-01,2.781972e-03
2.537361e+03,6.793722e-01,3.155170e-03
2.537815e+03,4.626385e-01,2.956562e-03
2.538268e+03,3.591643e-01,2.866170e-03
2.538721e+03,1.536216e-01,2.656297e-03
2.539175e+03,2.372349e-01,2.740254e-03
2.539628e+03,2.252772e-02,2.584041e-03
2.540081e+03,2.038482e-02,2.612083e-03
2.540534e+03,6.877080e-02,2.509614e-03
2.540987e+03,1.625029e-01,2.576716e-03
2.541440e+03,4.800448e-02,2.495212e-03
2.541893e+03,6.831768e-02,2.567038e-03
2.542346e+03,6.011671e-01,2.943573e-03
2.542799e+03,1.112317e-01,2.552041e-03
2.543252e+03,6.039474e-01,2.978996e-03
2.543705e+03,8.282317e-02,2.507520e-03
2.544158e+03,1.143623e+00,3.355060e-03
2.544610e+03,2.012517e-01,2.626137e-03
2.545063e+03,1.771883e+00,3.823911e-03
2.545515e+03,6.331010e-02,2.542874e-03
2.545968e+03,2.078123e-01,2.687238e-03
2.546420e+03,5.199730e-01,2.942798e-03
2.546873e+03,1.690760e+00,3.763992e-03
2.547325e+03,7.537802e-02,2.510195e-03
2.547777e+03,1.564941e+00,3.669475e-03
2.548230e+03,4.905618e-01,2.876034e-03
2.548682e+03,7.100969e-02,2.543358e-03
2.549134e+03,1.673911e-01,2.655850e-03
2.549586e+03,2.224231e-01,2.705740e-03
2.550038e+03,7.240953e-01,3.109474e-03
2.550490e+03,1.034110e+00,3.389593e-03
2.550942e+03,1.926156e-01,2.713738e-03
2.551394e+03,6.963601e-02,2.786518e-03
2.551845e+03,1.360490e-01,2.823908e-03
2.552297e+03,4.882196e-01,3.116702e-03
2.552749e+03,6.167544e-01,3.191658e-03
2.553201e+03,5.803237e-02,2.823814e-03
2.553652e+03,1.074668e+00,3.408721e-03
2.554104e+03,4.906376e-01,3.088874e-03
2.554555e+03,2.152279e-01,2.761158e-03
2.555007e+03,2.753178e-01,2.808351e-03
2.555458e+03,1.991233e-01,2.763842e-03
2.555909e+03,5.051486e-01,2.983628e-03
2.556361e+03,1.794861e-01,2.728816e-03
2.556812e+03,6.749199e-01,3.138690e-03
2.557263e+03,9.141607e-02,2.725302e-03
2.557714e+03,5.746631e-01,3.070004e-03
2.558165e+03,8.112715e-01,3.179625e-03
2.558616e+03,1.029524e+00,3.405674e-03
2.559067e+03,5.869238e-02,2.696526e-03
2.559518e+03,7.324876e-02,2.646845e-03
2.559969e+03,7.094293e-02,2.636578e-03
2.560420e+03,2.198839e-01,2.773322e-03
2.560870e+03,8.034679e-01,3.217430e-03
2.561321e+03,5.858899e-01,3.144625e-03
2.561772e+03,2.492402e-01,2.781549e-03
2.562222e+03,6.877893e-02,2.627693e-03
2.562673e+03,6.760369e-02,2.601003e-03
2.563123e+03,3.389714e-01,2.829290e-03
2.563574e+03,1.804985e-01,2.710817e-03
2.564024e+03,1.049490e-01,2.665892e-03
2.564474e+03,2.518300e-01,2.871309e-03
2.564924e+03,3.634164e-01,2.884160e-03
2.565375e+03,3.289217e-01,2.883884e-03
2.565825e+03,1.104282e-01,2.709631e-03
2.566275e+03,1.135246e-01,2.766031e-03
2.566725e+03,5.785493e-01,3.177849e-03
2.567175e+03,3.814136e-01,2.945120e-03
2.567625e+03,1.293891e-01,2.786888e-03
2.568075e+03,4.607822e-01,3.100112e-03
2.568524e+03,2.711759e-01,3.005483e-03
2.568974e+03,2.637266e-01,2.847107e-03
2.569424e+03,1.758174e+00,3.929899e-03
2.569874e+03,1.140096e-01,2.745113e-03
2.570323e+03,9.099626e-01,3.398854e-03
2.570773e+03,5.043640e-02,2.685945e-03
2.571222e+03,9.247785e-02,2.722532e-03
2.571672e+03,1.211931e-01,2.678098e-03
2.572121e+03,2.505125e-01,2.838201e-03
2.572570e+03,8.710634e-02,2.604590e-03
2.573020e+03,2.615797e-01,2.843061e-03
2.573469e+03,7.738047e-01,3.274500e-03
2.573918e+03,5.250406e-01,3.029748e-03
2.574367e+03,6.291062e-02,2.629217e-03
2.574816e+03,8.987174e-01,3.354289e-03
2.575265e+03,9.017028e-01,3.303607e-03
2.575714e+03,2.187998e-01,2.724053e-03
2.576163e+03,1.037311e+00,3.385557e-03
2.576612e+03,3.550879e-01,2.871274e-03
2.577061e+03,1.563247e-01,2.687946e-03
2.577510e+03,3.396065e-01,2.791039e-03
2.577958e+03,1.465590e-01,2.673071e-03
2.578407e+03,1.365306e-01,2.624805e-03
2.578855e+03,2.044681e-01,2.776784e-03
2.579304e+03,2.795423e-01,2.972729e-03
2.579752e+03,9.458122e-02,2.744829e-03
2.580201e+03,9.068576e-02,2.810549e-03
2.580649e+03,3.931649e-01,2.949521e-03
2.581098e+03,1.328906e-01,2.850252e-03
2.581546e+03,6.798900e-01,3.248334e-03
2.581994e+03,4.992834e-01,3.092237e-03
2.582442e+03,2.543542e-01,2.979079e-03
2.582890e+03,1.207733e+00,3.607070e-03
2.583338e+03,8.651626e-02,2.736636e-03
2.583786e+03,5.645627e-02,2.817824e-03
2.584234e+03,5.600443e-01,3.162437e-03
2.584682e+03,9.048770e-02,2.808864e-03
2.585130e+03,1.084280e+00,3.581224e-03
2.585578e+03,4.489167e-01,3.068589e-03
2.586025e+03,7.416107e-01,3.336601e-03
2.586473e+03,1.896276e-01,2.835471e-03
2.586921e+03,6.533552e-01,3.290929e-03
2.587368e+03,2.699116e-01,2.895431e-03
2.587816e+03,1.002311e+00,3.455302e-03
2.588263e+03,6.302461e-01,3.175664e-03
2.588711e+03,6.960671e-02,2.746090e-03
2.589158e+03,1.094609e+00,3.563884e-03
2.589605e+03,5.403359e-01,3.079083e-03
2.590053e+03,3.174830e-01,2.951980e-03
2.590500e+03,8.356917e-02,2.766912e-03
2.590947e+03,9.725391e-01,3.489328e-03
2.591394e+03,4.265151e-01,3.146055e-03
2.591841e+03,1.593187e-01,2.804932e-03
2.592288e+03,8.288266e-01,3.354334e-03
2.592735e+03,1.528326e+00,3.814205e-03
2.593182e+03,2.727896e-01,2.920590e-03
2.593629e+03,3.073856e-01,2.971367e-03
2.594075e+03,7.574657e-01,3.292796e-03
2.594522e+03,2.112283e-01,2.767553e-03
2.594969e+03,1.212510e+00,3.626388e-03
2.595415e+03,1.014546e+00,3.485897e-03
2.595862e+03,8.861219e-02,2.755898e-03
2.596308e+03,3.782748e-01,3.075214e-03
2.596755e+03,5.483104e-01,3.151099e-03
2.597201e+03,4.089393e-01,3.074352e-03
2.597647e+03,1.650034e-01,2.809682e-03
2.598094e+03,6.159002e-01,3.297614e-03
2.598540e+03,8.885675e-02,2.796838e-03
2.598986e+03,2.214513e-01,2.942381e-03
2.599432e+03,7.608661e-02,2.837463e-03
2.599878e+03,5.101301e-01,3.181795e-03
2.600324e+03,1.311324e-01,2.832316e-03
2.600770e+03,5.875173e-01,3.283784e-03
2.601216e+03,5.173579e-01,3.270543e-03
2.601662e+03,3.648000e-01,3.080198e-03
2.602108e+03,9.555352e-02,2.800978e-03
2.602553e+03,1.034411e-01,2.826723e-03
2.602999e+03,2.782018e-01,2.966940e-03
2.603445e+03,3.412767e-01,3.074341e-03
2.603890e+03,9.807966e-02,2.718278e-03
2.604336e+03,9.303704e-02,2.700383e-03
2.604781e+03,3.547495e-02,2.757544e-03
2.605227e+03,1.285953e+00,3.667905e-03
2.605672e+03,8.731743e-01,3.344023e-03
2.606117e+03,1.142414e+00,3.583281e-03
2.606563e+03,1.698119e-01,2.841063e-03
2.607008e+03,1.021435e+00,3.497772e-03
2.607453e+03,4.220093e-01,3.040616e-03
2.607898e+03,5.226407e-01,3.264622e-03
2.608343e+03,6.684758e-01,3.350230e-03
2.608788e+03,3.844159e-01,3.104181e-03
2.609233e+03,8.411643e-01,3.419421e-03
2.609678e+03,7.782894e-02,2.793650e-03
2.610123e+03,1.236514e-01,2.875751e-03
2.610568e+03,3.883793e-01,3.116602e-03
2.611012e+03,6.180325e-02,2.775926e-03
2.611457e+03,2.882719e-01,3.078451e-03
2.611902e+03,1.951822e-01,3.005422e-03
2.612346e+03,1.910588e-01,2.921148e-03
2.612791e+03,5.219290e-02,2.947527e-03
2.613235e+03,8.249712e-02,2.829678e-03
2.613680e+03,7.181848e-01,3.366107e-03
2.614124e+03,3.084932e-01,3.127349e-03
2.614568e+03,1.076859e-01,2.838417e-03
2.615012e+03,2.198341e-01,2.955486e-03
2.615457e+03,5.900360e-01,3.201038e-03
2.615901e+03,5.073984e-01,3.205954e-03
2.616345e+03,5.448472e-01,3.184487e-03
2.616789e+03,3.021172e-01,3.042240e-03
2.617233e+03,1.551452e-01,2.908634e-03
2.617677e+03,7.212200e-02,2.765420e-03
2.618121e+03,6.004900e-01,3.260297e-03
2.618564e+03,8.606544e-01,3.441946e-03
2.619008e+03,7.119036e-01,3.372198e-03
2.619452e+03,6.078965e-01,3.295022e-03
2.619895e+03,3.788345e-01,3.107807e-03
2.620339e+03,1.800524e-01,3.057476e-03
2.620783e+03,8.311290e-01,3.578717e-03
2.621226e+03,1.320789e-01,2.912642e-03
2.621669e+03,8.173631e-02,2.874187e-03
2.622113e+03,8.944168e-02,2.834973e-03
2.622556e+03,2.128515e-01,3.019660e-03
2.622999e+03,1.109590e-01,2.846732e-03
2.623443e+03,3.937679e-01,3.175125e-03
2.623886e+03,1.746466e-01,2.987789e-03
2.624329e+03,4.182221e-01,3.180239e-03
2.624772e+03,1.422301e-01,2.901050e-03
2.625215e+03,6.994805e-01,3.498366e-03
2.625658e+03,1.510910e-01,2.934564e-03
2.626101e+03,3.401678e-01,3.128464e-03
2.626544e+03,4.126159e-01,3.124958e-03
2.626986e+03,8.247247e-01,3.458157e-03
2.627429e+03,6.787706e-01,3.412440e-03
2.627872e+03,8.894028e-02,2.933470e-03
2.628314e+03,1.189097e+00,3.819913e-03
2.628757e+03,1.147932e-01,2.916265e-03
2.629200e+03,4.375891e-01,3.262807e-03
2.629642e+03,5.334852e-02,3.014307e-03
2.630084e+03,1.917517e-01,3.067707e-03
2.630527e+03,2.569499e-01,3.111473e-03
2.630969e+03,5.268122e-01,3.343158e-03
2.631411e+03,9.770984e-01,3.684762e-03
2.631854e+03,5.154709e-01,3.340511e-03
2.632296e+03,7.609879e-02,2.995175e-03
2.632738e+03,8.013523e-02,2.936224e-03
2.633180e+03,3.370772e-01,3.142751e-03
2.633622e+03,1.064500e+00,3.746875e-03
2.634064e+03,5.357556e-01,3.347818e-03
2.634506e+03,1.490687e-01,2.936361e-03
2.634947e+03,5.479120e-01,3.413576e-03
2.635389e+03,1.455924e-01,2.933048e-03
2.635831e+03,2.658152e-01,3.114722e-03
2.636273e+03,5.416296e-01,3.414099e-03
2.636714e+03,1.038184e+00,3.700293e-03
2.637156e+03,3.817709e-01,3.198754e-03
2.637597e+03,3.405262e-01,3.172701e-03
2.638039e+03,7.704862e-01,3.497353e-03
2.638480e+03,9.259913e-02,2.994337e-03
2.638921e+03,4.445292e-01,3.301972e-03
2.639363e+03,1.408634e-01,3.066364e-03
2.639804e+03,1.066638e-01,3.044097e-03
2.640245e+03,1.130962e-01,3.136584e-03
2.640686e+03,1.341899e+00,4.018528e-03
2.641127e+03,6.310665e-01,3.545967e-03
2.641568e+03,3.106455e-01,3.262850e-03
2.642009e+03,1.094239e+00,3.830096e-03
2.642450e+03,4.992003e-01,3.353527e-03
2.642891e+03,9.036372e-01,3.667157e-03
2.643332e+03,3.974041e-01,3.277675e-03
2.643773e+03,2.091388e-01,3.192155e-03
2.644213e+03,4.809837e-01,3.289596e-03
2.644654e+03,5.843621e-01,3.482402e-03
2.645094e+03,7.183209e-01,3.528173e-03
2.645535e+03,1.757853e-01,3.187037e-03
2.645975e+03,1.655112e-01,3.078055e-03
2.646416e+03,9.926611e-01,3.720333e-03
2.646856e+03,1.885209e-01,3.133794e-03
2.647297e+03,9.582293e-01,3.700294e-03
2.647737e+03,2.078102e+00,4.401313e-03
2.648177e+03,7.541970e-01,3.546274e-03
2.648617e+03,1.781588e+00,4.262372e-03
2.649057e+03,4.501561e-01,3.260150e-03
2.649497e+03,9.147471e-01,3.690120e-03
2.649937e+03,1.463126e-01,3.067713e-03
2.650377e+03,7.536761e-01,3.518704e-03
2.650817e+03,1.907236e-01,3.044923e-03
2.651257e+03,1.398154e-01,3.087495e-03
2.651697e+03,1.810498e-01,3.110036e-03
2.652137e+03,4.030274e-01,3.387841e-03
2.652576e+03,6.619243e-01,3.513390e-03
2.653016e+03,1.698706e-01,3.123455e-03
2.653455e+03,2.457956e-01,3.187279e-03
2.653895e+03,4.915170e-01,3.305114e-03
2.654334e+03,1.690531e-01,3.123785e-03
2.654774e+03,2.322563e+00,4.606974e-03
2.655213e+03,6.488448e-01,3.420135e-03
2.655652e+03,1.586122e-01,3.064330e-03
2.656092e+03,3.325528e-01,3.187832e-03
2.656531e+03,6.150859e-01,3.493483e-03
2.656970e+03,1.367224e+00,4.058453e-03
2.657409e+03,3.860228e-01,3.393636e-03
2.657848e+03,1.898615e-01,3.139199e-03
2.658287e+03,1.182379e-01,3.113936e-03
2.658726e+03,2.327664e-01,3.230869e-03
2.659165e+03,3.852970e-01,3.598214e-03
2.659604e+03,5.460273e-01,3.439535e-03
2.660042e+03,1.865949e-01,3.147357e-03
2.660481e+03,2.940921e-01,3.263647e-03
2.660920e+03,6.124018e-01,3.494214e-03
2.661358e+03,6.884410e-01,3.550009e-03
2.661797e+03,2.174971e-01,3.201599e-03
2.662235e+03,2.028387e-01,3.194386e-03
2.662674e+03,1.091171e+00,3.859887e-03
2.663112e+03,2.105482e-01,3.181598e-03
2.663551e+03,6.487303e-01,3.604284e-03
2.663989e+03,1.502350e-01,3.190300e-03
2.664427e+03,1.838008e-01,3.351689e-03
2.664865e+03,2.732084e-01,3.405599e-03
2.665303e+03,3.105211e-01,3.408468e-03
2.665742e+03,2.441404e-01,3.335273e-03
2.666180e+03,1.873049e-01,3.329923e-03
2.666617e+03,4.199206e-01,3.465798e-03
2.667055e+03,6.634600e-01,3.568513e-03
2.667493e+03,6.872819e-01,3.613273e-03
2.667931e+03,4.702456e-01,3.363576e-03
2.668369e+03,1.422441e-01,3.190614e-03
2.668806e+03,2.789401e-01,3.271921e-03
2.669244e+03,9.342782e-01,3.884415e-03
2.669682e+03,1.922176e-01,3.187990e-03
2.670119e+03,2.125558e-01,3.183591e-03
2.670557e+03,4.119363e-01,3.392029e-03
2.670994e+03,3.213979e-01,3.323235e-03
2.671431e+03,1.722194e-01,3.151107e-03
2.671869e+03,1.088319e+00,3.898320e-03
2.672306e+03,1.457434e-01,3.161415e-03
2.672743e+03,4.057191e-01,3.513834e-03
2.673180e+03,2.783490e-01,3.342448e-03
2.673617e+03,2.314169e-01,3.200336e-03
2.674055e+03,9.304006e-01,3.852369e-03
2.674492e+03,1.419461e+00,4.150926e-03
2.674928e+03,4.025689e-01,3.510853e-03
2.675365e+03,3.532763e-01,3.377020e-03
2.675802e+03,2.455328e-01,3.235567e-03
2.676239e+03,2.677618e+00,5.002628e-03
2.676676e+03,5.811761e-01,3.473990e-03
2.677112e+03,9.334362e-01,3.793049e-03
2.677549e+03,2.427829e-01,3.247772e-03
2.677986e+03,1.820615e-01,3.214173e-03
2.678422e+03,7.554174e-01,3.649179e-03
2.678858e+03,1.521054e-01,3.197141e-03
2.679295e+03,6.606762e-01,3.714638e-03
2.679731e+03,1.328434e+00,4.073284e-03
2.680168e+03,4.417107e-01,3.453025e-03
2.680604e+03,4.092374e-01,3.395247e-03
2.681040e+03,4.910463e-01,3.476743e-03
2.681476e+03,1.867424e-01,3.204376e-03
2.681912e+03,6.952216e-01,3.632984e-03
2.682348e+03,3.030539e-01,3.390292e-03
2.682784e+03,9.202115e-01,3.791928e-03
2.683220e+03,2.409400e-01,3.192636e-03
2.683656e+03,1.646307e+00,4.288238e-03
2.684092e+03,3.250477e-01,3.346773e-03
2.684527e+03,1.974848e-01,3.228344e-03
2.684963e+03,2.128313e-01,3.257929e-03
2.685399e+03,8.940978e-01,3.832841e-03
2.685834e+03,6.380874e-01,3.587242e-03
2.686270e+03,8.890265e-01,3.783817e-03
2.686705e+03,2.450497e-01,3.271779e-03
2.687141e+03,5.256043e-01,3.459358e-03
2.687576e+03,4.089862e-01,3.410745e-03
2.688012e+03,1.749361e+00,4.395774e-03
2.688447e+03,5.566051e-01,3.586272e-03
2.688882e+03,1.113068e+00,3.943519e-03
2.689317e+03,6.830607e-01,3.639685e-03
2.689752e+03,6.385245e-01,3.638444e-03
2.690187e+03,1.019139e+00,3.899276e-03
2.690622e+03,1.114117e+00,4.027732e-03
2.691057e+03,3.685293e-01,3.470367e-03
2.691492e+03,8.087732e-01,3.757515e-03
2.691927e+03,1.650461e-01,3.300646e-03
2.692362e+03,4.532106e-01,3.572683e-03
2.692797e+03,3.147931e-01,3.457106e-03
2.693231e+03,1.699174e-01,3.354614e-03
2.693666e+03,3.234888e-01,3.564749e-03
2.694101e+03,3.764423e-01,3.562700e-03
2.694535e+03,1.436652e+00,4.306993e-03
2.694970e+03,3.156594e-01,3.528176e-03
2.695404e+03,1.146398e+00,4.136629e-03
2.695838e+03,1.440321e-01,3.315012e-03
2.696273e+03,1.187508e+00,4.164846e-03
