wave,flux,err
2.489908e+03,7.596248e-03,2.311845e-03
2.490367e+03,2.019980e-01,2.611847e-03
2.490826e+03,2.156035e-01,2.615300e-03
2.491285e+03,1.534771e-01,2.569905e-03
2.491744e+03,3.155571e-01,2.688291e-03
2.492202e+03,4.912669e-01,2.899581e-03
2.492661e+03,2.982362e-01,2.686299e-03
2.493120e+03,1.094529e-01,2.459144e-03
2.493579e+03,2.260811e-01,2.595582e-03
2.494037e+03,5.658158e-01,2.900754e-03
2.494496e+03,3.495831e-01,2.749253e-03
2.494954e+03,1.343989e-01,2.472141e-03
2.495413e+03,5.113908e-01,2.835224e-03
2.495871e+03,4.824054e-01,2.809577e-03
2.496329e+03,2.399227e-01,2.548559e-03
2.496788e+03,1.906304e-01,2.529581e-03
2.497246e+03,1.335085e-01,2.431819e-03
2.497704e+03,5.955679e-01,2.875406e-03
2.498162e+03,2.524391e-01,2.583643e-03
2.498620e+03,3.786296e-01,2.676304e-03
2.499078e+03,8.663751e-02,2.386783e-03
2.499536e+03,1.767719e-01,2.445963e-03
2.499994e+03,1.375637e-01,2.400225e-03
2.500452e+03,1.028132e-01,2.355916e-03
2.500910e+03,1.071523e-01,2.361002e-03
2.501368e+03,8.156851e-01,2.996277e-03
2.501825e+03,4.114682e-01,2.657607e-03
2.502283e+03,1.051744e-01,2.265127e-03
2.502741e+03,2.922822e-01,2.485511e-03
2.503198e+03,2.395796e-01,2.405130e-03
2.503656e+03,9.709652e-02,2.265227e-03
2.504113e+03,1.694558e-01,2.349353e-03
2.504571e+03,5.720091e-01,2.724616e-03
2.505028e+03,2.360016e-01,2.383159e-03
2.505485e+03,1.452659e-01,2.259481e-03
2.505942e+03,1.758487e-01,2.300572e-03
2.506400e+03,1.957390e-01,2.294073e-03
2.506857e+03,1.479277e-01,2.230878e-03
2.507314e+03,4.608815e-01,2.598511e-03
2.507771e+03,2.243473e-01,2.370733e-03
2.508228e+03,5.023800e-01,2.613963e-03
2.508685e+03,1.389084e-01,2.272827e-03
2.509141e+03,4.783995e-01,2.630110e-03
2.509598e+03,1.978545e-01,2.314100e-03
2.510055e+03,6.389817e-01,2.856661e-03
2.510512e+03,8.785636e-01,2.997330e-03
2.510968e+03,8.733642e-01,2.992114e-03
2.511425e+03,5.653049e-01,2.742356e-03
2.511881e+03,1.460144e-01,2.370847e-03
2.512338e+03,6.823391e-01,2.837962e-03
2.512794e+03,1.727273e-01,2.329908e-03
2.513251e+03,1.635366e-01,2.396357e-03
2.513707e+03,4.379407e-01,2.646419e-03
2.514163e+03,2.920306e-01,2.456201e-03
2.514619e+03,3.388407e-01,2.507764e-03
2.515076e+03,2.241565e-01,2.427243e-03
2.515532e+03,1.606267e-01,2.410158e-03
