wave,flux,err
2.489908e+03,1.013095e-02,2.612970e-03
2.490367e+03,3.323835e-01,2.995740e-03
2.490826e+03,5.578546e-01,3.182198e-03
2.491285e+03,1.720193e-01,2.858696e-03
2.491744e+03,3.206149e-01,2.945061e-03
2.492202e+03,4.883206e-01,3.107110e-03
2.492661e+03,1.145372e+00,3.605496e-03
2.493120e+03,1.272776e-01,2.745304e-03
2.493579e+03,2.428011e-01,2.866237e-03
2.494037e+03,5.887894e-01,3.154785e-03
2.494496e+03,4.082753e-01,3.044963e-03
2.494954e+03,1.574945e-01,2.761628e-03
2.495413e+03,4.921382e-01,3.032490e-03
2.495871e+03,4.709623e-01,3.034096e-03
2.496329e+03,3.716218e-01,2.920544e-03
2.496788e+03,2.251992e-01,2.842142e-03
2.497246e+03,1.366936e-01,2.708093e-03
2.497704e+03,5.875267e-01,3.103845e-03
2.498162e+03,2.601638e-01,2.825259e-03
2.498620e+03,5.171997e-01,3.039407e-03
2.499078e+03,1.111643e-01,2.679269e-03
2.499536e+03,2.052785e-01,2.722326e-03
2.499994e+03,1.865239e-01,2.699784e-03
2.500452e+03,1.692978e-01,2.693371e-03
2.500910e+03,1.648637e-01,2.672413e-03
2.501368e+03,7.073731e-01,3.118222e-03
2.501825e+03,8.627891e-01,3.238001e-03
2.502283e+03,1.734771e-01,2.687946e-03
2.502741e+03,3.507906e-01,2.856732e-03
2.503198e+03,3.040264e-01,2.799356e-03
2.503656e+03,1.697948e-01,2.589156e-03
2.504113e+03,2.304276e-01,2.653808e-03
2.504571e+03,5.602855e-01,2.946358e-03
2.505028e+03,3.380922e-01,2.728293e-03
2.505485e+03,2.064486e-01,2.585135e-03
2.505942e+03,2.366178e-01,2.621998e-03
2.506400e+03,2.396444e-01,2.614360e-03
2.506857e+03,2.625509e-01,2.620252e-03
2.507314e+03,4.714137e-01,2.828826e-03
2.507771e+03,2.525956e-01,2.638042e-03
2.508228e+03,4.657950e-01,2.799818e-03
2.508685e+03,1.708193e-01,2.555065e-03
2.509141e+03,6.980976e-01,3.030947e-03
2.509598e+03,2.480051e-01,2.598701e-03
2.510055e+03,8.086758e-01,3.112430e-03
2.510512e+03,8.097556e-01,3.070818e-03
2.510968e+03,8.762379e-01,3.120539e-03
2.511425e+03,6.398954e-01,2.932360e-03
2.511881e+03,1.881285e-01,2.558624e-03
2.512338e+03,6.697504e-01,2.961555e-03
2.512794e+03,3.591705e-01,2.661803e-03
2.513251e+03,1.886896e-01,2.571771e-03
2.513707e+03,6.479462e-01,2.960796e-03
2.514163e+03,3.243781e-01,2.636262e-03
2.514619e+03,3.583924e-01,2.672422e-03
2.515076e+03,1.952134e-01,2.552390e-03
2.515532e+03,1.743036e-01,2.590420e-03
2.515988e+03,5.714079e-01,2.893875e-03
2.516444e+03,1.606200e-01,2.476559e-03
2.516900e+03,3.861422e-01,2.721474e-03
2.517356e+03,1.579549e-01,2.614096e-03
2.517811e+03,2.562714e-01,2.696510e-03
2.518267e+03,5.495902e-01,2.928194e-03
2.518723e+03,2.619761e-01,2.680968e-03
2.519179e+03,2.358462e-01,2.657504e-03
2.519634e+03,4.469498e-01,2.845700e-03
2.520090e+03,1.352774e+00,3.506221e-03
2.520545e+03,1.518284e-01,2.574581e-03
2.521001e+03,1.187720e-01,2.566743e-03
2.521456e+03,5.360681e-01,2.904179e-03
2.521911e+03,1.761432e-01,2.593472e-03
