wave,flux,err
2.489908e+03,8.522237e-03,2.315178e-03
2.490367e+03,2.215734e-01,2.634286e-03
2.490826e+03,2.315113e-01,2.638437e-03
2.491285e+03,1.651513e-01,2.585113e-03
2.491744e+03,3.377494e-01,2.708983e-03
2.492202e+03,5.235221e-01,2.902686e-03
2.492661e+03,6.463982e-01,3.004237e-03
2.493120e+03,1.141955e-01,2.466081e-03
2.493579e+03,2.479228e-01,2.617793e-03
2.494037e+03,5.757895e-01,2.916855e-03
2.494496e+03,3.672875e-01,2.770752e-03
2.494954e+03,1.517903e-01,2.492930e-03
2.495413e+03,5.240556e-01,2.855525e-03
2.495871e+03,4.558647e-01,2.808714e-03
2.496329e+03,4.102474e-01,2.715977e-03
2.496788e+03,2.485254e-01,2.598845e-03
2.497246e+03,1.371985e-01,2.457345e-03
2.497704e+03,6.313165e-01,2.916444e-03
2.498162e+03,2.708867e-01,2.610598e-03
2.498620e+03,3.890157e-01,2.694478e-03
2.499078e+03,9.355175e-02,2.401363e-03
2.499536e+03,1.881848e-01,2.464838e-03
2.499994e+03,1.309528e-01,2.401644e-03
2.500452e+03,1.448476e-01,2.415776e-03
2.500910e+03,1.111638e-01,2.384771e-03
2.501368e+03,6.746885e-01,2.881839e-03
2.501825e+03,2.534421e-01,2.515414e-03
2.502283e+03,1.207741e-01,2.289777e-03
2.502741e+03,3.276891e-01,2.517737e-03
2.503198e+03,2.727725e-01,2.440574e-03
2.503656e+03,1.207465e-01,2.289907e-03
2.504113e+03,1.406182e-01,2.326761e-03
2.504571e+03,6.209755e-01,2.770157e-03
2.505028e+03,3.254857e-01,2.480489e-03
2.505485e+03,1.625843e-01,2.290766e-03
2.505942e+03,2.052448e-01,2.340819e-03
2.506400e+03,1.541426e-01,2.258267e-03
2.506857e+03,2.521183e-01,2.350137e-03
2.507314e+03,5.002673e-01,2.636808e-03
2.507771e+03,2.408562e-01,2.391501e-03
2.508228e+03,4.967516e-01,2.606599e-03
2.508685e+03,1.536425e-01,2.294524e-03
2.509141e+03,7.543994e-01,2.870436e-03
2.509598e+03,2.215981e-01,2.341489e-03
2.510055e+03,8.875879e-01,3.055577e-03
2.510512e+03,9.491552e-01,3.058811e-03
2.510968e+03,7.349853e-01,2.882414e-03
2.511425e+03,6.320775e-01,2.799076e-03
2.511881e+03,1.593728e-01,2.391350e-03
2.512338e+03,7.323707e-01,2.884097e-03
2.512794e+03,2.188450e-01,2.376439e-03
2.513251e+03,1.880794e-01,2.429986e-03
2.513707e+03,7.567514e-01,2.922820e-03
2.514163e+03,3.200212e-01,2.485423e-03
2.514619e+03,3.665057e-01,2.532544e-03
2.515076e+03,1.976131e-01,2.403793e-03
2.515532e+03,1.537533e-01,2.432593e-03
2.515988e+03,6.044084e-01,2.801582e-03
2.516444e+03,1.437505e-01,2.311098e-03
2.516900e+03,3.901360e-01,2.588689e-03
2.517356e+03,1.138878e-01,2.330232e-03
2.517811e+03,2.577923e-01,2.467391e-03
2.518267e+03,5.977188e-01,2.766995e-03
2.518723e+03,2.618436e-01,2.446353e-03
2.519179e+03,2.318455e-01,2.421788e-03
2.519634e+03,4.509076e-01,2.641764e-03
2.520090e+03,7.026640e-01,2.844129e-03
2.520545e+03,1.464445e-01,2.335535e-03
2.521001e+03,1.227204e-01,2.327594e-03
2.521456e+03,6.145291e-01,2.760963e-03
2.521911e+03,2.007039e-01,2.372084e-03
2.522367e+03,4.727685e-01,2.623942e-03
2.522822e+03,1.256259e-01,2.274739e-03
2.523277e+03,1.265505e-01,2.305290e-03
2.523732e+03,1.357873e-01,2.363608e-03
2.524187e+03,1.209956e-01,2.302489e-03
2.524642e+03,2.819092e-01,2.493078e-03
2.525097e+03,1.114070e-01,2.239134e-03
2.525552e+03,9.416461e-02,2.270134e-03
2.526007e+03,2.318462e-01,2.483833e-03
2.526462e+03,9.761426e-02,2.273227e-03
2.526917e+03,3.666198e-01,2.534160e-03
2.527371e+03,8.842841e-01,2.946877e-03
2.527826e+03,1.585024e-01,2.335405e-03
2.528281e+03,4.753435e-01,2.650699e-03
2.528735e+03,1.096609e-01,2.301222e-03
2.529190e+03,3.792385e-01,2.579364e-03
2.529644e+03,3.629972e-01,2.540359e-03
2.530098e+03,4.990956e-01,2.688153e-03
2.530553e+03,3.135671e-01,2.468217e-03
2.531007e+03,4.766244e-01,2.633883e-03
2.531461e+03,1.627516e-01,2.336426e-03
2.531915e+03,1.780690e-01,2.342263e-03
2.532370e+03,6.790445e-01,2.820184e-03
2.532824e+03,6.688874e-01,2.790838e-03
2.533278e+03,3.125150e-01,2.537541e-03
2.533732e+03,9.284339e-02,2.261020e-03
2.534185e+03,1.045942e-01,2.272923e-03
2.534639e+03,8.324062e-02,2.177323e-03
2.535093e+03,3.182132e-01,2.415104e-03
2.535547e+03,1.473219e-01,2.249324e-03
2.536000e+03,1.437834e-01,2.234602e-03
2.536454e+03,2.025166e-01,2.287735e-03
2.536908e+03,2.724287e-01,2.346045e-03
2.537361e+03,4.122074e-01,2.510647e-03
2.537815e+03,1.073603e-01,2.195179e-03
2.538268e+03,3.817320e-01,2.463728e-03
2.538721e+03,1.078433e-01,2.166687e-03
2.539175e+03,8.076261e-02,2.269457e-03
2.539628e+03,8.963410e-02,2.286049e-03
